0.78,0.78,0.78,0.78,0.78,0.78,0.78
0.0,0.0,1.57,0.0,1.57,0.0,0.0
0.3,0.3,0.5,0.78,0.5,0.3,0.3
0.78,0.78,0.78,0.0,-0.78,-0.78,-0.78
